Name_id,Name,Gender,Statement_of_reason,Activity-based,Profit_based,Status_based,Family-member_sanctions,Date_designated,Doc_num,Doc_title,Doc_url,Nationality,Regime_name,Designation_source,
183,Ekaterina Yurievna GUBAREVA,female,"In her capacity of former so-called ‘Minister of Foreign Affairs’ she was responsible for defending the so-called ‘Donetsk People’s Republic’, thus undermining the territorial integrity, sovereignty and independence of Ukraine. In taking on and acting in this capacity she has therefore supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine. Remains active in supporting separatist actions or policies.; Former Member of the so-called ‘People’s Council’ of the ‘Donetsk People’s Republic’ (until November 2018).; ‘Deputy head of military-civil administration in Kherson region’ between June 2022 and December 2022.",1,0,0,0,25-07-2014,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
184,Elena Aleksandrovna KULIKOVA,female,"Elena Kulikova is the General Director and founder of LLC Inkotech. LLC Inkotech is a Russian supplier of imported electronic components and printed circuit boards of various levels. The company delivers products such as semiconductor and microwave components from abroad to the largest Russian military-industrial complex enterprises that manufacture equipment used in Russia’s war of aggression against Ukraine. By being the General Director and founder of LLC Inkotech, Elena Kulikova is supporting materially the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,0,0,0,24-06-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
185,Elena Aleksandrovna SHAPUROVA,female,"Elena Shapurova is the Russian-appointed ‘Minister of the Ministry of Education and Science of Zaporizhia region’. She enacted re-education policies of Ukrainian children in the Russian-occupied region of Zaporizhzhia, diminishing Ukrainian-language classes and increasing the number of Russian classes, including promoting Russian culture and civic-education classes. Therefore, she is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty, and independence of Ukraine.",1,0,0,0,18-12-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
186,Elena Alexandrovna YAMPOLSKAYA,female,"Member of the State Duma who ratified the government decisions of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic.",1,0,0,0,25-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
187,Elena Borisovna MIZULINA (born DMITRIYEVA),female,"Former Deputy in the State Duma. Originator and co-sponsor of recent legislative proposals in Russia that would have allowed regions of other countries to join Russia without their central authorities’ prior agreement.; Former Member of the Federation Council from the Omsk region.; On 22 February 2022, Mizulina supported, in the Federation Council, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People’s Republic’.; On 22 February 2022, Mizulina supported, in the Federation Council, the deployment of Russian forces in Ukraine.; On 4 October 2022, Mizulina supported, in the Federation Council, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.",1,0,0,0,21-03-2014,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
188,Elena Borisovna SHUMILOVA,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
189,Elena Evgenyevna FARAKHOVA,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
190,Elena Grigoryevna DRAPEKO,female,"Elena Drapeko is a member of the State Duma who on 3 October 2022 voted in favour of the illegal annexation of the regions of Donetsk, Luhansk, Kherson and Zaporizhzhia, and their incorporation into the Russian Federation as federal subjects. Therefore, she has supported and implemented actions and policies, which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,16-12-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
191,Elena Igorevna MILSKAYA,female,"Elena Milskaya is a Russian public figure and businessperson, closely linked to Russian authorities. Her main activity is related to enabling the forced deportation of Ukrainian children to Russia. She is CEO or founder of several non-governmental organisations which receive governmental financing. She publicly supports President of the Russian Federation Vladimir Putin and Russia’s policies violating the territorial integrity of Ukraine, including through organising projects in the territory of occupied Crimea. Moreover, she is connected with Putin’s business elites, as their companies receive significant governmental financing.; Therefore, Elena Milskaya is responsible for, actively supporting or implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine. Moreover, she is materially supporting and benefitting from Russian decision-makers responsible for the annexation of Crimea or the destabilisation of Eastern Ukraine, and she is benefitting from the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,1,0,0,24-06-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
192,Elena Ivanovna RAKHMUKOVA,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
193,Elena Mikhailovna DEMIDOVA,female,"Elena Demidova is the Head of the Yevpatoria City Administration. In this role, she has been responsible for the illegal deportation of Ukrainian children to Russia for their subsequent illegal adoption by Russian families. Her actions violate the rights of Ukrainian children and infringe Ukraine’s law and administrative order.; Therefore, Elena Demidova is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-02-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukrainian,Ukraine,EU,
194,Elena Moiseevna TSUNAEVA,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
195,Elena Nikolaevna KOSTENKO,female,"So-called ‘Deputy Chair of the Government’ of the so-called ‘Luhansk People's Republic’. In taking on and acting in this capacity, she has actively undermined the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
196,Elena Nikolaevna SHISHKINA,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
197,Elena Petrovna TIMCHENKO (born ERMAKOVA (YERMAKOVA)),female,"Elena Timchenko is the wife of Gennady Timchenko, a long-time acquaintance of the President of the Russian Federation, Vladimir Putin, and one of his confidants.; She manages, together with her husband, the real estate company Sci Ruth and has acquired real estate jointly with him, which demonstrates important property ties between them.; Furthermore, she co-founded with her husband the Neva Foundation. Elena Timchenko plays an important role and is closely associated with her husband in the Timchenko Foundation that carries out some of its activities in connection with the Volga Group investment group, of which Gennady Timchenko is founder and shareholder and that contributes significantly to the economy of Russia and its development.; Elena Timchenko is therefore associated with Gennady Timchenko, who is designated under Council Decision 2014/145/CFSP on the grounds, inter alia, that he is responsible for supporting actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine and for providing financial and material support, and benefitting from Russian decision-makers responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,1,1,1,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,"Russian, Finnish",Ukraine,EU,
198,Elena Sergeevna IVANOVA,female,"Elena Ivanova is a senior executive at the Russian military-industrial-complex company JSC Central Research Institute of Materials Named After D.I. Mendeleev that oversees the research and development of military technologies and owns several production facilities that play an important role in deploying such technologies, in particular in combat operations on the territory of Ukraine. Elena Ivanova has personally worked on and led projects that improved various pieces of military equipment including fighter jet SU-57, tank T-14, main tank armament 2A46M and self-propelled artillery 2S35.; Therefore, Elena Ivanova is supporting actions which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine. Furthermore, in her role she is supporting materially and benefitting from the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,1,0,0,23-02-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
